account_id,customer_id,account_type,account_open_date,account_status,balance,branch_id
A0004026,C002879,Current,2025-05-15,Active,311724.3,B0170
A0004027,C008335,Savings,2025-05-04,Closed,405684.27,B0038
A0004028,C006491,Salary,2024-08-22,Active,132559.86,B0140
A0004029,C006466,Savings,2024-04-21,Active,296228.83,B0143
A0004030,C003930,Current,2026-06-06,Closed,177602.44,B0170
A0004031,C002277,Salary,2023-04-21,Active,208542.69,B0066
A0004032,C001794,Current,2024-09-15,Active,313171.86,B0004
A0004033,C001656,Savings,2024-03-04,Closed,276827.72,B0151
A0004034,C009215,Current,2023-10-12,Dormant,266378.73,B0015
A0004035,C007388,Savings,2024-08-05,Active,398487.1,B0120
A0004036,C000732,Current,2023-05-20,Closed,130463.09,B0175
A0004037,C003620,Salary,2025-12-04,Active,139329.27,B0004
A0004038,C001443,Salary,2025-10-05,Active,98632.93,B0024
A0004039,C002311,Salary,2022-10-05,Active,27184.15,B0057
A0004040,C004929,Savings,2023-08-30,Active,131382.93,B0189
A0004041,C000130,Salary,2022-03-23,Closed,423917.62,B0046
A0004042,C001043,Savings,2021-09-26,Active,109817.59,B0120
A0004043,C006534,Current,2024-11-29,Active,267239.18,B0009
A0004044,C001790,Salary,2022-01-07,Closed,470576.67,B0022
A0004045,C005008,Current,2025-02-24,Active,134313.76,B0020
A0004046,C007880,Savings,2024-12-03,Active,293761.05,B0054
A0004047,C000974,Salary,2021-11-08,Active,427214.39,B0003
A0004048,C003000,Salary,2023-07-01,Dormant,225117.51,B0193
A0004049,C009502,Savings,2023-01-24,Closed,117331.27,B0169
A0004050,C006475,Savings,2022-05-23,Active,260038.75,B0113
A0004051,C008815,Current,2022-04-20,Dormant,68456.47,B0018
A0004052,C002422,Salary,2024-04-22,Dormant,310501.76,B0170
A0004053,C008823,Salary,2024-08-13,Active,321744.49,B0177
A0004054,C003213,Savings,2024-04-23,Active,388285.72,B0100
A0004055,C004019,Savings,2025-12-19,Active,31424.97,B0100
A0004056,C001113,Current,2023-08-12,Closed,447877.06,B0006
A0004057,C008346,Current,2021-08-28,Closed,154755.14,B0046
A0004058,C006786,Current,2024-07-11,Active,207881.82,B0185
A0004059,C009693,Salary,2022-06-03,Dormant,204830.27,B0137
A0004060,C001472,Current,2024-08-25,Active,117152.89,B0064
A0004061,C002389,Savings,2021-11-07,Active,132747.79,B0173
A0004062,C001076,Current,2022-05-16,Active,277430.82,B0037
A0004063,C009569,Salary,2024-03-27,Active,498466.52,B0053
A0004064,C009294,Salary,2026-05-02,Active,390185.7,B0089
A0004065,C004842,Savings,2025-07-14,Dormant,366507.06,B0042
A0004066,C007102,Savings,2023-06-19,Dormant,348042.57,B0020
A0004067,C001814,Current,2023-02-28,Active,355878.67,B0107
A0004068,C009507,Salary,2023-12-21,Active,270006.13,B0076
A0004069,C000595,Current,2025-11-24,Dormant,67243.01,B0004
A0004070,C005273,Current,2021-11-20,Active,35529.53,B0098
A0004071,C005817,Current,2024-11-06,Active,437638.08,B0058
A0004072,C002003,Savings,2026-04-08,Active,102203.71,B0081
A0004073,C004913,Current,2026-06-16,Closed,349902.23,B0183
A0004074,C008529,Salary,2023-01-26,Dormant,81791.35,B0064
A0004075,C006588,Savings,2023-06-01,Dormant,358275.72,B0121
A0004076,C007406,Salary,2022-02-03,Active,170163.54,B0115
A0004077,C004314,Savings,2024-08-14,Closed,379773.1,B0092
A0004078,C002174,Salary,2022-06-29,Dormant,85367.82,B0149
A0004079,C005905,Savings,2023-05-25,Dormant,305226.76,B0044
A0004080,C003434,Salary,2025-02-24,Closed,175242.4,B0177
A0004081,C004068,Salary,2025-01-18,Active,342063.4,B0066
A0004082,C001351,Savings,2025-05-14,Active,106146.43,B0065
A0004083,C004538,Current,2023-09-02,Active,167400.84,B0069
A0004084,C004704,Current,2024-03-03,Active,336886.08,B0003
A0004085,C001044,Savings,2025-02-23,Active,218768.67,B0197
A0004086,C008688,Savings,2026-01-25,Dormant,284182.32,B0070
A0004087,C003228,Savings,2023-01-20,Dormant,39726.81,B0156
A0004088,C008032,Current,2024-10-06,Active,171864.59,B0171
A0004089,C002443,Salary,2022-04-23,Active,187551.24,B0044
A0004090,C001858,Current,2024-08-06,Active,331827.78,B0120
A0004091,C006695,Salary,2022-03-25,Active,121391.59,B0168
A0004092,C008375,Salary,2026-03-28,Dormant,222970.99,B0033
A0004093,C006262,Salary,2025-01-07,Active,197790.35,B0031
A0004094,C000498,Salary,2024-10-28,Active,499435.23,B0001
A0004095,C006109,Current,2023-12-28,Closed,472562.34,B0022
A0004096,C000919,Salary,2024-05-03,Active,71605.93,B0068
A0004097,C006795,Savings,2022-04-20,Active,146376.73,B0085
A0004098,C002291,Savings,2022-04-22,Active,230121.59,B0029
A0004099,C000658,Savings,2021-10-17,Active,350342.17,B0065
A0004100,C009242,Current,2022-11-02,Active,249186.57,B0138
A0004101,C001392,Salary,2023-08-06,Closed,47373.89,B0024
A0004102,C009251,Current,2025-05-29,Active,388653.9,B0159
A0004103,C002469,Current,2021-12-31,Active,370101.05,B0181
A0004104,C000452,Salary,2022-05-05,Active,494681.61,B0096
A0004105,C001574,Savings,2023-11-18,Active,278407.85,B0117
A0004106,C002983,Salary,2025-09-14,Active,200398.72,B0195
A0004107,C009343,Current,2023-07-04,Closed,87114.17,B0095
A0004108,C006800,Current,2026-05-21,Closed,266293.2,B0183
A0004109,C006454,Current,2023-11-18,Dormant,221095.76,B0152
A0004110,C003891,Salary,2025-07-09,Active,365924.07,B0076
A0004111,C007103,Savings,2024-03-31,Dormant,58821.94,B0045
A0004112,C008861,Current,2023-08-27,Active,288810.69,B0072
A0004113,C001165,Salary,2023-04-14,Active,291346.2,B0119
A0004114,C009346,Current,2022-05-07,Active,86117.19,B0139
A0004115,C009896,Current,2025-10-05,Active,29686.28,B0159
A0004116,C005069,Salary,2022-05-12,Closed,56601.17,B0096
A0004117,C006527,Current,2026-01-24,Active,178239.54,B0131
A0004118,C005917,Savings,2026-04-01,Active,427212.56,B0119
A0004119,C001165,Savings,2022-07-14,Dormant,280493.82,B0009
A0004120,C002815,Savings,2026-05-26,Dormant,325416.03,B0145
A0004121,C008518,Current,2022-01-18,Dormant,239179.38,B0083
A0004122,C002872,Salary,2026-05-29,Dormant,428830.03,B0088
A0004123,C005833,Current,2025-05-07,Active,168087.55,B0006
A0004124,C000808,Current,2024-10-27,Active,252058.79,B0042
A0004125,C009809,Current,2023-08-17,Closed,108864.13,B0111
A0004126,C000181,Savings,2024-10-03,Closed,189520.75,B0027
A0004127,C008529,Salary,2024-08-22,Active,472325.23,B0112
A0004128,C009350,Current,2021-12-20,Active,482954.18,B0144
A0004129,C000433,Salary,2025-04-10,Active,439501.59,B0151
A0004130,C000530,Current,2023-12-13,Active,443104.32,B0100
A0004131,C006967,Current,2021-11-18,Closed,486146.58,B0161
A0004132,C000087,Savings,2024-08-05,Active,296392.44,B0097
A0004133,C007818,Salary,2025-06-01,Dormant,350973.54,B0139
A0004134,C007438,Savings,2024-03-22,Active,339101.73,B0170
A0004135,C007857,Current,2025-02-24,Closed,333218.11,B0006
A0004136,C001915,Current,2024-10-07,Active,446690.17,
A0004137,C008424,Savings,2021-10-11,Active,266491.25,B0086
A0004138,C003838,Current,2024-06-06,Active,174356.18,B0069
A0004139,C001469,Savings,2024-12-21,Dormant,69858.41,B0034
A0004140,C007285,Current,2025-10-11,Dormant,406713.14,B0067
A0004141,C002378,Savings,2023-11-24,Active,339229.66,B0062
A0004142,C008434,Salary,2025-03-03,Dormant,482385.81,B0146
A0004143,C001011,Current,2025-10-25,Closed,457355.4,B0152
A0004144,C005852,Current,2022-02-03,Active,59978.1,B0078
A0004145,C005967,Salary,2023-12-26,Dormant,81366.59,B0011
A0004146,C001732,Savings,2023-08-13,Active,409973.15,B0008
A0004147,C000636,Salary,2025-11-29,Closed,441812.43,B0101
A0004148,C004405,Current,2024-07-11,Active,197014.16,B0029
A0004149,C005252,Salary,2023-06-09,Dormant,171236.78,B0112
A0004150,C003937,Savings,2024-11-19,Active,190141.14,B0073
A0004151,C009534,Salary,2023-07-19,Active,205379.42,B0082
A0004152,C008961,Current,2022-10-17,Active,66064.54,B0136
A0004153,C004495,Savings,2022-05-28,Closed,215491.28,B0142
A0004154,C007208,Salary,2023-11-13,Active,34697.35,B0047
A0004155,C009675,Savings,2024-05-10,Active,181169.63,B0112
A0004156,C009784,Current,2024-02-15,Active,462782.67,B0051
A0004157,C002108,Current,2026-01-25,Active,448187.69,B0143
A0004158,C009595,Savings,2022-12-08,Closed,478339.46,B0130
A0004159,C002406,Current,2023-12-18,Closed,496866.75,B0128
A0004160,C003071,Savings,2022-01-06,Closed,49170.12,B0009
A0004161,C001440,Savings,2022-02-09,Active,102843.31,B0179
A0004162,C006589,Savings,2022-07-15,Closed,107141.76,B0077
A0004163,C008049,Savings,2024-10-19,Active,204883.74,B0189
A0004164,C008727,Savings,2023-08-15,Dormant,160973.73,B0016
A0004165,C001692,Current,2022-04-13,Active,158247.18,B0105
A0004166,C005858,Savings,2022-11-09,Active,295023.87,B0193
A0004167,C003084,Salary,2022-12-01,Active,476620.61,B0158
A0004168,C007520,Savings,2022-12-25,Active,357280.47,B0071
A0004169,C000266,Current,2022-06-24,Dormant,231479.59,B0014
A0004170,C006285,Savings,2025-03-08,Active,242635.58,B0136
A0004171,C001061,Savings,2023-09-30,Closed,254911.43,B0126
A0004172,C002767,Salary,2023-06-29,Closed,53028.79,B0172
A0004173,C007571,Salary,2025-07-20,Closed,86973.92,B0116
A0004174,C005953,Current,2025-02-27,Dormant,384675.35,B0195
A0004175,C006626,Salary,2022-10-28,Dormant,407054.18,B0136
A0004176,C008916,Salary,2024-06-17,Active,38745.61,B0146
A0004177,C003201,Savings,2025-02-06,Closed,137593.75,B0178
A0004178,C001947,Savings,2025-01-19,Active,487796.29,B0180
A0004179,C000470,Salary,2022-08-05,Active,390131.07,B0060
A0004180,C009380,Salary,2024-04-17,Active,442659.72,B0182
A0004181,C005795,Salary,2025-10-10,Active,132275.44,B0102
A0004182,C003394,Savings,2021-12-07,Closed,212001.8,B0126
A0004183,C000473,Current,2024-08-29,Closed,325802.54,B0125
A0004184,C000487,Savings,2022-11-25,Active,36568.74,B0022
A0004185,C005606,Current,2022-01-06,Active,80790.36,B0119
A0004186,C009628,Savings,2024-03-08,Active,101596.83,B0147
A0004187,C008368,Savings,2024-05-01,Dormant,180788.1,B0165
A0004188,C002111,Current,2021-10-13,Dormant,137093.32,B0172
A0004189,C001011,Current,2024-01-26,Active,309014.31,B0089
A0004190,C009021,Current,2024-04-05,Dormant,391071.25,B0084
A0004191,C006699,Savings,2026-03-01,Active,332766.69,B0044
A0004192,C001587,Savings,2024-12-28,Dormant,421759.4,B0163
A0004193,C002310,Savings,2022-06-15,Active,279865.77,B0018
A0004194,C002751,Current,2022-07-09,Active,181478.47,B0022
A0004195,C008106,Salary,2021-11-18,Active,40845.26,B0185
A0004196,C005759,Salary,2025-08-26,Closed,447234.4,B0100
A0004197,C008084,Current,2025-06-02,Closed,441361.82,B0136
A0004198,C007084,Current,2024-11-15,Active,76808.82,B0130
A0004199,C001854,Salary,2024-09-25,Dormant,189081.3,B0115
A0004200,C006580,Salary,2025-11-27,Active,492922.4,B0131
A0004201,C005759,Salary,2025-09-28,Closed,200601.36,B0082
A0004202,C006445,Savings,2026-06-18,Dormant,302819.32,B0192
A0004203,C001861,Salary,2022-12-16,Dormant,323390.33,B0046
A0004204,C006121,Current,2022-11-09,Active,464273.49,B0050
A0004205,C008964,Current,2022-01-07,Closed,191153.14,B0110
A0004206,C002869,Current,2025-01-07,Dormant,399606.12,B0110
A0004207,C002959,Savings,2024-05-05,Dormant,485903.91,B0073
A0004208,C004230,Savings,2025-11-29,Active,77791.07,B0135
A0004209,C004671,Current,2024-07-26,Closed,42413.49,B0165
A0004210,C003422,Current,2022-08-26,Active,265502.34,B0020
A0004211,C006094,Savings,2026-06-24,Dormant,304872.76,B0137
A0004212,C002782,Current,2023-01-26,Active,73199.11,B0077
A0004213,C003218,Savings,2025-07-06,Active,424363.37,B0158
A0004214,C007065,Savings,2024-01-20,Active,68380.39,B0139
A0004215,C008846,Salary,2024-11-03,Active,233512.23,B0097
A0004216,C006610,Salary,2026-05-14,Closed,169891.93,B0200
A0004217,C002777,Savings,2025-02-23,Active,161538.54,B0186
A0004218,C006525,Salary,2022-03-01,Active,297763.84,B0126
A0004219,C007024,Current,2025-02-03,Closed,36410.91,B0087
A0004220,C007474,Salary,2024-05-28,Dormant,267087.38,B0028
A0004221,C007365,Savings,2022-07-05,Active,97651.84,B0029
A0004222,C003580,Current,2024-12-30,Active,319771.38,B0143
A0004223,C005573,Current,2023-12-30,Closed,86503.12,B0115
A0004224,C004267,Salary,2022-03-02,Dormant,57532.15,B0133
A0004225,C002275,Salary,2025-01-29,Closed,274261.19,B0126
A0004226,C008873,Salary,2024-10-04,Dormant,65791.23,B0114
A0004227,C003758,Savings,2026-05-17,Closed,13265.37,B0128
A0004228,C002534,Salary,2025-02-07,Closed,445444.31,B0060
A0004229,C008432,Current,2025-08-17,Active,219144.13,B0095
A0004230,C001747,Savings,2024-02-09,Active,282975.73,B0022
A0004231,C002308,Savings,2025-04-04,Active,100169.81,B0053
A0004232,C008970,Savings,2022-12-07,Dormant,283100.25,B0123
A0004233,C001510,Savings,2026-07-22,Dormant,448206.9,B0162
A0004234,C006060,Salary,2022-04-03,Closed,201924.13,B0177
A0004235,C004704,Salary,2023-06-08,Active,198292.98,B0098
A0004236,C001414,Salary,2026-05-09,Closed,305723.19,B0055
A0004237,C007608,Current,2023-09-11,Active,46461.68,B0116
A0004238,C009459,Current,2026-04-11,Active,355062.9,B0127
A0004239,C000593,Current,2021-12-17,Dormant,282550.3,B0152
A0004240,C006960,Savings,2024-11-08,Active,205524.01,B0166
A0004241,C004749,Savings,2023-11-01,Active,178618.11,B0185
A0004242,C009230,Salary,2024-12-29,Active,415280.52,B0044
A0004243,C006163,Savings,2023-11-18,Active,249202.75,B0018
A0004244,C008260,Salary,2025-08-18,Active,460059.21,B0128
A0004245,C009187,Salary,2024-07-06,Active,36692.67,B0046
A0004246,C000433,Savings,2022-11-01,Active,179722.5,B0090
A0004247,C007083,Current,2025-10-26,Dormant,355888.29,B0187
A0004248,C005747,Savings,2025-11-14,Closed,305894.04,B0129
A0004249,C001638,Current,2024-11-28,Active,298048.14,B0045
A0004250,C004607,Current,2022-07-23,Active,134167.01,B0161
A0004251,C002049,Current,2025-05-03,Active,401922.98,B0121
A0004252,C002373,Current,2022-07-22,Dormant,366522.96,B0158
A0004253,C008250,Salary,2022-03-14,Active,419062.12,B0086
A0004254,C000548,Salary,2024-11-30,Dormant,460023.08,B0112
A0004255,C002546,Salary,2023-01-25,Closed,6601.48,B0054
A0004256,C000466,Current,2023-04-02,Dormant,326548.86,B0073
A0004257,C004231,Savings,2023-08-08,Active,425740.72,B0120
A0004258,C009344,Salary,2023-01-13,Active,25059.0,B0152
A0004259,C003538,Salary,2022-02-17,Dormant,29082.83,B0164
A0004260,C005136,Current,2025-01-02,Active,45295.65,B0157
A0004261,C006474,Current,2025-02-05,Closed,351367.13,B0180
A0004262,C001898,Salary,2022-12-24,Closed,192775.1,B0078
A0004263,C008350,Salary,2022-03-19,Active,248841.38,B0072
A0004264,C002674,Salary,2025-04-24,Active,27860.18,B0178
A0004265,C002445,Current,2023-06-23,Closed,106834.12,B0062
A0004266,C001350,Savings,2025-04-02,Active,191289.1,B0005
A0004267,C001112,Current,2022-02-26,Closed,215882.85,B0001
A0004268,C009526,Savings,2026-05-16,Dormant,187182.09,B0065
A0004269,C000508,Salary,2024-01-19,Closed,229814.56,B0192
A0004270,C008285,Current,2022-07-08,Dormant,175411.82,B0046
A0004271,C004010,Salary,2022-09-11,Active,405719.45,B0195
A0004272,C000208,Salary,2026-07-03,Active,25360.89,B0166
A0004273,C004863,Current,2022-09-27,Active,124625.18,B0001
A0004274,C009821,Current,2025-10-22,Dormant,331032.57,B0089
A0004275,C008576,Current,2022-07-11,Dormant,365663.46,
A0004276,C005109,Current,2025-05-09,Active,240814.17,B0157
A0004277,C003098,Savings,2024-11-22,Active,137556.05,B0001
A0004278,C007811,Salary,2025-12-17,Active,299904.57,B0107
A0004279,C001288,Savings,2023-10-09,Dormant,28816.18,B0196
A0004280,C002232,Salary,2024-09-11,Active,28260.94,B0134
A0004281,C003656,Savings,2024-02-04,Active,101239.0,B0107
A0004282,C008515,Salary,2026-02-10,Dormant,395723.09,B0146
A0004283,C008610,Salary,2025-08-14,Active,455537.05,B0154
A0004284,C008359,Salary,2022-06-27,Active,438134.27,B0056
A0004285,C009687,Salary,2026-06-08,Active,193980.39,B0065
A0004286,C004063,Savings,2025-05-10,Active,426784.68,B0172
A0004287,C005918,Savings,2022-07-16,Active,162935.38,B0190
A0004288,C009440,Savings,2024-09-02,Dormant,448023.9,B0069
A0004289,C001429,Salary,2024-06-26,Active,61774.94,B0124
A0004290,C002114,Savings,2023-06-26,Closed,110039.12,B0094
A0004291,C008786,Savings,2025-05-19,Dormant,335980.66,B0156
A0004292,C006506,Current,2022-08-17,Active,24119.06,B0145
A0004293,C007034,Current,2025-01-08,Active,301797.65,B0016
A0004294,C003785,Salary,2026-02-05,Dormant,268243.37,B0114
A0004295,C009797,Savings,2022-07-11,Dormant,122948.25,B0018
A0004296,C007339,Salary,2026-07-24,Active,223500.35,B0079
A0004297,C003271,Current,2023-07-23,Dormant,449617.92,B0065
A0004298,C006757,Salary,2023-09-13,Dormant,27371.11,B0183
A0004299,C006751,Current,2024-09-13,Closed,84408.38,B0006
A0004300,C002599,Current,2026-07-01,Closed,74916.1,B0169
A0004301,C007391,Current,2026-07-14,Closed,319646.92,B0103
A0004302,C004536,Savings,2025-03-07,Closed,402391.28,B0002
A0004303,C001817,Savings,2023-12-24,Active,387452.76,B0102
A0004304,C006925,Savings,2025-10-05,Dormant,155328.03,B0135
A0004305,C000597,Current,2024-07-19,Active,414971.97,B0103
A0004306,C006980,Current,2024-07-19,Active,315631.59,B0092
A0004307,C006485,Current,2025-09-26,Active,19853.1,B0176
A0004308,C000382,Savings,2026-03-20,Closed,315728.28,B0166
A0004309,C004345,Savings,2022-08-20,Active,499008.25,B0002
A0004310,C006216,Salary,2022-07-13,Dormant,491174.37,B0004
A0004311,C000514,Salary,2023-11-20,Closed,27113.75,B0023
A0004312,C008481,Current,2024-06-06,Active,242752.4,B0141
A0004313,C005276,Current,2026-05-26,Closed,257586.62,B0199
A0004314,C004791,Savings,2026-01-20,Dormant,29221.76,B0134
A0004315,C006367,Savings,2023-05-15,Closed,226119.16,B0084
A0004316,C000802,Current,2024-01-07,Dormant,416620.16,B0040
A0004317,C008770,Salary,2022-01-04,Active,232157.62,B0175
A0004318,C004428,Current,2021-11-06,Closed,288246.46,B0154
A0004319,C005881,Savings,2022-02-17,Active,288809.98,B0074
A0004320,C004793,Current,2021-12-19,Active,91491.58,B0198
A0004321,C005752,Savings,2026-01-08,Active,317289.59,B0186
A0004322,C005341,Savings,2025-01-17,Active,22898.09,B0121
A0004323,C000397,Current,2026-04-06,Dormant,36790.3,B0010
A0004324,C008959,Current,2024-12-01,Dormant,302996.9,B0028
A0004325,C005985,Current,2025-12-21,Dormant,359024.97,B0114
A0004326,C005562,Current,2026-06-29,Active,33115.27,B0110
A0004327,C008768,Current,2024-04-07,Active,157716.82,B0078
A0004328,C006027,Salary,2021-10-21,Dormant,144694.61,B0001
A0004329,C006675,Current,2026-03-26,Active,490964.02,B0177
A0004330,C000025,Savings,2022-07-11,Active,196405.62,B0076
A0004331,C002164,Current,2023-11-05,Active,182762.21,B0123
A0004332,C006843,Salary,2025-11-08,Closed,437030.01,B0183
A0004333,C000441,Salary,2024-05-29,Active,237491.09,B0008
A0004334,C007035,Current,2025-02-11,Active,226394.56,B0107
A0004335,C007644,Salary,2023-01-04,Dormant,102849.97,B0069
A0004336,C009614,Current,2022-09-29,Dormant,403720.2,B0146
A0004337,C002971,Current,2022-06-23,Active,161419.79,B0171
A0004338,C009628,Current,2022-09-10,Closed,465897.33,B0096
A0004339,C006916,Salary,2023-05-21,Active,278758.54,B0183
A0004340,C002154,Savings,2026-04-09,Active,10309.09,B0161
A0004341,C001797,Savings,2022-01-11,Active,208784.07,B0023
A0004342,C008498,Salary,2022-02-15,Dormant,70660.02,B0199
A0004343,C001431,Current,2025-11-08,Dormant,325140.82,B0082
A0004344,C007733,Savings,2021-10-04,Active,212103.17,B0051
A0004345,C003520,Salary,2024-03-09,Active,387408.77,B0080
A0004346,C007641,Current,2024-11-08,Active,213873.48,B0155
A0004347,C007079,Salary,2025-07-09,Active,151372.45,B0049
A0004348,C006901,Savings,2025-11-05,Active,473946.55,B0075
A0004349,C008013,Current,2024-09-14,Active,441821.92,B0169
A0004350,C004906,Savings,2024-10-28,Active,438363.06,B0062
A0004351,C007128,Salary,2022-01-21,Dormant,238783.15,B0136
A0004352,C009193,Savings,2024-10-23,Dormant,7324.67,B0073
A0004353,C001356,Salary,2025-11-17,Active,115169.52,B0097
A0004354,C001093,Savings,2023-05-03,Active,297899.46,B0032
A0004355,C007634,Current,2021-08-15,Dormant,361832.93,B0183
A0004356,C000045,Salary,2024-04-28,Closed,13909.31,B0073
A0004357,C000224,Current,2025-08-17,Active,64773.45,B0176
A0004358,C006471,Savings,2022-10-30,Dormant,241798.44,B0005
A0004359,C004453,Salary,2022-03-27,Closed,33375.92,B0036
A0004360,C003409,Savings,2026-05-02,Active,303578.31,B0025
A0004361,C001156,Savings,2025-07-14,Active,42228.54,B0115
A0004362,C002802,Savings,2023-11-06,Dormant,81012.06,B0184
A0004363,C005003,Savings,2021-10-04,Active,422450.41,B0046
A0004364,C007587,Salary,2024-10-13,Active,18490.16,B0157
A0004365,C003501,Salary,2026-06-28,Active,362599.31,B0174
A0004366,C003453,Savings,2025-03-26,Active,469409.85,B0063
A0004367,C002373,Savings,2025-02-01,Active,42621.37,B0087
A0004368,C002162,Current,2023-02-17,Active,137561.76,B0025
A0004369,C002964,Salary,2021-08-25,Dormant,467476.98,B0077
A0004370,C008251,Savings,2024-09-02,Dormant,477230.65,B0041
A0004371,C003963,Savings,2024-03-13,Active,414550.5,B0132
A0004372,C004245,Savings,2024-04-11,Closed,271680.65,B0197
A0004373,C003403,Salary,2024-07-27,Active,185052.31,B0190
A0004374,C006438,Salary,2021-09-20,Active,96110.6,B0072
A0004375,C001691,Savings,2025-06-30,Active,167578.77,B0099
A0004376,C002039,Current,2021-09-25,Active,410572.22,B0103
A0004377,C005488,Salary,2021-12-30,Active,393816.83,B0156
A0004378,C001557,Salary,2021-11-17,Closed,205647.46,B0086
A0004379,C004205,Salary,2024-05-01,Active,348567.86,B0123
A0004380,C008485,Salary,2022-02-19,Closed,381611.7,B0083
A0004381,C006981,Savings,2022-05-29,Active,82152.96,B0030
A0004382,C008191,Current,2025-08-27,Active,128024.93,B0029
A0004383,C007725,Current,2025-11-27,Active,46200.33,B0119
A0004384,C001214,Salary,2026-05-07,Closed,50427.71,B0005
A0004385,C000844,Current,2026-04-15,Closed,61750.07,B0123
A0004386,C002248,Current,2025-09-03,Closed,329486.78,B0074
A0004387,C003232,Savings,2024-05-03,Active,163396.44,B0160
A0004388,C000718,Salary,2025-02-14,Active,183921.94,B0052
A0004389,C009933,Current,2023-07-30,Active,85889.98,B0156
A0004390,C009446,Current,2025-12-26,Active,258825.31,B0187
A0004391,C002690,Current,2024-08-24,Active,288536.75,B0103
A0004392,C000270,Savings,2023-01-11,Active,61345.83,B0172
A0004393,C007395,Savings,2026-07-20,Active,253165.41,B0036
A0004394,C001990,Current,2023-06-04,Active,73151.12,
A0004395,C007509,Savings,2025-09-07,Active,398778.25,B0175
A0004396,C003870,Salary,2024-08-28,Dormant,243162.3,B0048
A0004397,C009646,Savings,2025-07-23,Active,488480.23,B0008
A0004398,C004455,Savings,2022-09-14,Active,187920.35,B0079
A0004399,C009459,Current,2021-09-11,Closed,329027.61,B0184
A0004400,C007882,Salary,2025-02-14,Active,65801.5,B0026
A0004401,C006870,Savings,2026-01-17,Dormant,465598.49,B0133
A0004402,C007342,Savings,2021-10-15,Active,495843.75,B0129
A0004403,C003973,Current,2024-04-18,Active,126016.59,B0125
A0004404,C008939,Savings,2026-02-07,Active,343260.44,B0193
A0004405,C004952,Salary,2022-07-19,Active,366122.2,B0097
A0004406,C006258,Salary,2022-02-09,Active,231830.41,B0130
A0004407,C000987,Savings,2025-07-10,Active,70878.65,B0139
A0004408,C005864,Current,2021-09-14,Active,230003.38,B0190
A0004409,C005645,Current,2023-07-20,Active,212528.7,B0186
A0004410,C006766,Savings,2022-07-21,Dormant,262784.19,B0029
A0004411,C007304,Current,2023-02-27,Active,319027.02,B0101
A0004412,C000629,Current,2021-10-15,Closed,196260.13,B0133
A0004413,C000683,Current,2022-10-23,Dormant,438970.3,B0088
A0004414,C000491,Savings,2023-09-08,Active,55590.16,B0019
A0004415,C003047,Salary,2022-10-02,Active,102114.25,B0014
A0004416,C007212,Salary,2023-07-12,Active,85303.77,B0153
A0004417,C001063,Savings,2024-11-30,Closed,32247.25,B0160
A0004418,C007964,Current,2025-08-29,Closed,404691.57,B0014
A0004419,C000317,Salary,2021-10-01,Dormant,367210.14,B0101
A0004420,C001874,Salary,2025-01-12,Dormant,67635.57,B0143
A0004421,C004552,Current,2024-02-27,Active,417672.54,B0174
A0004422,C004786,Current,2024-09-04,Active,190868.37,B0037
A0004423,C000322,Current,2024-04-16,Active,343576.09,B0014
A0004424,C007944,Salary,2024-09-21,Dormant,329084.6,B0174
A0004425,C009110,Salary,2024-07-22,Active,108976.58,B0075
A0004426,C009479,Savings,2026-06-16,Dormant,191610.67,B0009
A0004427,C009144,Current,2024-11-11,Closed,108143.76,B0146
A0004428,C007130,Salary,2026-03-19,Dormant,291058.77,B0124
A0004429,C007789,Salary,2022-12-11,Active,227603.63,B0182
A0004430,C006658,Salary,2023-08-14,Closed,387410.32,B0098
A0004431,C009735,Current,2025-02-10,Active,70114.34,B0178
A0004432,C007817,Savings,2025-05-17,Active,307080.48,B0056
A0004433,C003393,Salary,2026-01-03,Closed,33892.43,B0063
A0004434,C003482,Salary,2022-08-09,Dormant,183969.74,B0132
A0004435,C006703,Salary,2025-10-14,Active,433245.52,B0137
A0004436,C003994,Salary,2025-10-09,Active,451453.32,B0047
A0004437,C001076,Salary,2024-06-05,Active,219749.43,B0078
A0004438,C005272,Salary,2025-04-30,Active,240906.33,B0048
A0004439,C002807,Savings,2025-05-16,Dormant,315358.67,B0118
A0004440,C008005,Current,2023-08-29,Closed,349111.62,
A0004441,C008277,Salary,2023-01-29,Active,324631.93,B0173
A0004442,C004134,Current,2021-09-04,Active,301882.83,B0066
A0004443,C006123,Salary,2022-05-29,Dormant,47830.03,B0071
A0004444,C008977,Current,2024-01-02,Closed,399802.92,B0037
A0004445,C004671,Current,2024-10-13,Dormant,138440.9,B0190
A0004446,C004646,Salary,2022-01-24,Active,223323.33,B0032
A0004447,C008663,Current,2021-12-18,Active,71178.25,B0197
A0004448,C002626,Salary,2022-08-29,Closed,286278.02,B0182
A0004449,C002755,Savings,2025-05-31,Active,143844.54,B0012
A0004450,C000170,Salary,2025-02-06,Active,408922.02,B0053
A0004451,C005912,Current,2021-09-20,Dormant,235965.53,B0048
A0004452,C000010,Current,2025-07-30,Closed,239692.73,B0174
A0004453,C001256,Current,2024-12-15,Active,484672.04,B0098
A0004454,C001732,Salary,2023-08-01,Active,370308.38,B0120
A0004455,C002852,Savings,2022-12-19,Active,155378.26,B0142
A0004456,C003977,Current,2025-01-05,Active,379789.83,B0078
A0004457,C002144,Savings,2021-11-16,Active,299154.26,B0145
